;AutoSpike-32 ASCII File
;1
; Wave data Signal pse_L3_50mM_NaCl_01
; Rec. Factor 465.462670
; Sample rate 19200.0
; Format :<time> 	 <Value>
0.091927	-57
0.091979	-55
0.092031	12
0.092083	7
0.092135	-78
0.092187	-63
0.092240	-45
0.092292	-117
0.092344	-100
0.092396	-14
0.092448	-9
0.092500	-46
0.092552	-45
0.092604	-13
0.092656	-80
0.092708	-39
0.092760	-55
0.092812	-56
0.092865	-82
0.092917	28
0.092969	-47
0.093021	-75
0.093073	-59
0.093125	19
0.093177	-60
0.093229	-97
0.093281	-4
0.093333	-36
0.093385	-71
0.093437	-16
0.093490	-15
0.093542	-83
0.093594	-97
0.093646	-25
0.093698	-72
0.093750	-74
0.093802	-30
0.093854	-29
0.093906	-67
0.093958	-63
0.094010	38
0.094062	-53
0.094115	-86
0.094167	43
0.094219	-82
0.094271	-101
0.094323	-44
0.094375	10
0.094427	-135
0.094479	-67
0.094531	32
0.094583	-20
0.094635	-131
0.094687	20
0.094740	5
0.094792	-111
0.094844	28
0.094896	-17
0.094948	-63
0.095000	-37
0.095052	28
0.095104	-36
0.095156	-94
0.095208	24
0.095260	12
0.095312	-67
0.095365	-39
0.095417	-29
0.095469	-72
0.095521	-141
0.095573	38
0.095625	-95
0.095677	-73
0.095729	-11
0.095781	10
0.095833	-76
0.095885	-62
0.095937	18
0.095990	-92
0.096042	-139
0.096094	-8
0.096146	-57
0.096198	-97
0.096250	-26
0.096302	5
0.096354	-72
0.096406	-60
0.096458	-8
0.096510	-27
0.096562	-97
0.096615	-40
0.096667	-31
0.096719	-46
0.096771	-2
0.096823	15
0.096875	-43
0.096927	-17
0.096979	44
0.097031	11
0.097083	-79
0.097135	-41
0.097187	12
0.097240	-36
0.097292	-25
0.097344	-52
0.097396	-48
0.097448	-40
0.097500	-6
0.097552	-51
0.097604	-95
0.097656	-36
0.097708	1
0.097760	-70
0.097812	-80
0.097865	-41
0.097917	-25
0.097969	-75
0.098021	-61
0.098073	-18
0.098125	-63
0.098177	-73
0.098229	8
0.098281	-31
0.098333	-91
0.098385	67
0.098437	-2
0.098490	-91
0.098542	-78
0.098594	9
0.098646	-49
0.098698	-38
0.098750	26
0.098802	-59
0.098854	-88
0.098906	-17
0.098958	-31
0.099010	-40
0.099062	-38
0.099115	-6
0.099167	-46
0.099219	-24
0.099271	21
0.099323	-50
0.099375	-107
0.099427	-37
0.099479	-46
0.099531	-78
0.099583	-84
0.099635	-71
0.099687	-91
0.099740	-46
0.099792	5
0.099844	-31
0.099896	-35
0.099948	-5
0.100000	3
0.100052	-65
0.100104	-76
0.100156	-16
0.100208	-18
0.100260	-43
0.100312	-30
0.100365	-56
0.100417	-80
0.100469	-101
0.100521	-19
0.100573	-42
0.100625	-107
0.100677	-12
0.100729	-59
0.100781	-99
0.100833	-13
0.100885	-24
0.100937	-105
0.100990	-69
0.101042	-32
0.101094	-54
0.101146	-32
0.101198	0
0.101250	-6
0.101302	-41
0.101354	-66
0.101406	31
0.101458	-33
0.101510	-49
0.101562	-10
0.101615	-70
0.101667	-128
0.101719	-53
0.101771	-44
0.101823	-37
0.101875	-40
0.101927	-28
0.101979	-29
0.102031	-25
0.102083	-12
0.102135	-68
0.102187	-77
0.102240	-51
0.102292	32
0.102344	-23
0.102396	-79
0.102448	-74
0.102500	-58
0.102552	-114
0.102604	-57
0.102656	-51
0.102708	-94
0.102760	-66
0.102812	-7
0.102865	-40
0.102917	-48
0.102969	-29
0.103021	-28
0.103073	-98
0.103125	-38
0.103177	10
0.103229	-67
0.103281	-112
0.103333	-51
0.103385	-81
0.103437	-100
0.103490	-3
0.103542	0
0.103594	-25
0.103646	-20
0.103698	77
0.103750	-32
0.103802	-68
0.103854	-22
0.103906	-89
0.103958	-75
0.104010	-53
0.104062	9
0.104115	-35
0.104167	-80
0.104219	15
0.104271	-15
0.104323	-56
0.104375	13
0.104427	-65
0.104479	-28
0.104531	-40
0.104583	28
0.104635	-55
0.104687	-55
0.104740	20
0.104792	-92
0.104844	-101
0.104896	-44
0.104948	-19
0.105000	-63
0.105052	12
0.105104	1
0.105156	-108
0.105208	-116
0.105260	5
0.105312	-62
0.105365	-71
0.105417	-44
0.105469	14
0.105521	-72
0.105573	-61
0.105625	-23
0.105677	-52
0.105729	-65
0.105781	9
0.105833	-61
0.105885	-132
0.105937	-91
0.105990	-3
0.106042	-89
0.106094	-91
0.106146	-62
0.106198	-99
0.106250	-95
0.106302	-55
0.106354	-78
0.106406	-94
0.106458	-70
0.106510	-39
0.106562	-49
0.106615	-36
0.106667	9
0.106719	27
0.106771	-71
0.106823	-35
0.106875	-8
0.106927	-46
0.106979	-55
0.107031	38
0.107083	6
0.107135	-43
0.107187	2
0.107240	7
0.107292	-28
0.107344	-50
0.107396	-28
0.107448	-50
0.107500	-62
0.107552	-21
0.107604	-61
0.107656	-80
0.107708	-40
0.107760	-55
0.107812	-51
0.107865	-73
0.107917	26
0.107969	-96
0.108021	-143
0.108073	-62
0.108125	-58
0.108177	-101
0.108229	-47
0.108281	13
0.108333	-20
0.108385	-34
0.108437	-30
0.108490	-51
0.108542	-109
0.108594	-12
0.108646	13
0.108698	-64
0.108750	-20
0.108802	15
0.108854	-30
0.108906	-72
0.108958	-15
0.109010	-5
0.109062	-8
0.109115	-19
0.109167	-11
0.109219	-39
0.109271	-2
0.109323	9
0.109375	-29
0.109427	-56
0.109479	-2
0.109531	-50
0.109583	-82
0.109635	-80
0.109687	-10
0.109740	-49
0.109792	-68
0.109844	-27
0.109896	-42
0.109948	-72
0.110000	-24
0.110052	-58
0.110104	-67
0.110156	-12
0.110208	-14
0.110260	-108
0.110312	-117
0.110365	6
0.110417	-70
0.110469	-101
0.110521	-4
0.110573	-4
0.110625	-102
0.110677	-74
0.110729	-85
0.110781	-78
0.110833	-75
0.110885	-14
0.110937	-33
0.110990	-78
0.111042	-19
0.111094	10
0.111146	-85
0.111198	-99
0.111250	-13
0.111302	-14
0.111354	-95
0.111406	-24
0.111458	18
0.111510	-88
0.111562	-82
0.111615	-43
0.111667	-6
0.111719	-60
0.111771	-21
0.111823	-22
0.111875	-68
0.111927	-27
0.111979	56
0.112031	-117
0.112083	-138
0.112135	-26
0.112187	-51
0.112240	-100
0.112292	-109
0.112344	19
0.112396	-105
0.112448	-94
0.112500	5
0.112552	-42
0.112604	-91
0.112656	16
0.112708	-77
0.112760	-76
0.112812	-2
0.112865	-8
0.112917	-80
0.112969	-126
0.113021	-11
0.113073	-64
0.113125	-74
0.113177	14
0.113229	4
0.113281	-42
0.113333	-39
0.113385	-11
0.113437	-37
0.113490	-71
0.113542	18
0.113594	-40
0.113646	-43
0.113698	-53
0.113750	1
0.113802	-75
0.113854	-79
0.113906	-9
0.113958	-33
0.114010	-64
0.114062	14
0.114115	51
0.114167	-55
0.114219	-28
0.114271	21
0.114323	-77
0.114375	-92
0.114427	-17
0.114479	-57
0.114531	-101
0.114583	0
0.114635	-29
0.114687	-19
0.114740	-28
0.114792	-32
0.114844	-43
0.114896	-112
0.114948	-23
0.115000	-23
0.115052	-54
0.115104	-3
0.115156	62
0.115208	3
0.115260	-28
0.115312	-23
0.115365	-78
0.115417	-116
0.115469	-47
0.115521	16
0.115573	-30
0.115625	7
0.115677	-13
0.115729	-77
0.115781	-55
0.115833	43
0.115885	-37
0.115937	-112
0.115990	-53
0.116042	22
0.116094	-100
0.116146	-51
0.116198	3
0.116250	-18
0.116302	-57
0.116354	-4
0.116406	-61
0.116458	-51
0.116510	-33
0.116562	-19
0.116615	-76
0.116667	-123
0.116719	-37
0.116771	-87
0.116823	-79
0.116875	-8
0.116927	-64
0.116979	-111
0.117031	-45
0.117083	-24
0.117135	-60
0.117187	-89
0.117240	-40
0.117292	-55
0.117344	-50
0.117396	-55
0.117448	11
0.117500	-48
0.117552	-73
0.117604	27
0.117656	-63
0.117708	-116
0.117760	-47
0.117812	-71
0.117865	-68
0.117917	-47
0.117969	4
0.118021	-48
0.118073	-18
0.118125	40
0.118177	-68
0.118229	-87
0.118281	-46
0.118333	-58
0.118385	-99
0.118437	-96
0.118490	-52
0.118542	-44
0.118594	-41
0.118646	-5
0.118698	-26
0.118750	-89
0.118802	-46
0.118854	46
0.118906	-27
0.118958	-59
0.119010	27
0.119062	-45
0.119115	-55
0.119167	-31
0.119219	-54
0.119271	-116
0.119323	-35
0.119375	43
0.119427	-6
0.119479	-50
0.119531	23
0.119583	-57
0.119635	-134
0.119687	-44
0.119740	-57
0.119792	-80
0.119844	-78
0.119896	10
0.119948	-95
0.120000	-120
0.120052	-44
0.120104	-41
0.120156	-44
0.120208	-25
0.120260	21
0.120312	-67
0.120365	-73
0.120417	-18
0.120469	0
0.120521	-24
0.120573	-11
0.120625	-30
0.120677	-26
0.120729	-57
0.120781	-36
0.120833	-19
0.120885	-25
0.120937	-27
0.120990	-7
0.121042	10
0.121094	-57
0.121146	-27
0.121198	-60
0.121250	-4
0.121302	-11
0.121354	32
0.121406	10
0.121458	22
0.121510	-7
0.121562	-92
0.121615	-78
0.121667	5
0.121719	-77
0.121771	-58
0.121823	11
0.121875	-8
0.121927	-85
0.121979	-17
0.122031	-5
0.122083	-133
0.122135	-103
0.122187	-2
0.122240	-148
0.122292	-52
0.122344	-20
0.122396	8
0.122448	-97
0.122500	-130
0.122552	-14
0.122604	-42
0.122656	-116
0.122708	-7
0.122760	-93
0.122812	-97
0.122865	-19
0.122917	-45
0.122969	-55
0.123021	-15
0.123073	-36
0.123125	-145
0.123177	-41
0.123229	-20
0.123281	-12
0.123333	-91
0.123385	-92
0.123437	20
0.123490	-70
0.123542	-123
0.123594	-16
0.123646	-72
0.123698	-59
0.123750	-8
0.123802	-29
0.123854	-79
0.123906	-79
0.123958	-19
0.124010	-59
0.124062	3
0.124115	-28
0.124167	-46
0.124219	-51
0.124271	2
0.124323	-54
0.124375	-107
0.124427	-50
0.124479	28
0.124531	38
0.124583	-61
0.124635	44
0.124687	11
0.124740	-52
0.124792	-52
0.124844	-40
0.124896	-57
0.124948	-94
0.125000	-49
0.125052	-63
0.125104	-75
0.125156	0
0.125208	-56
0.125260	-88
0.125312	-66
0.125365	7
0.125417	-53
0.125469	-101
0.125521	8
0.125573	-80
0.125625	-122
0.125677	-57
0.125729	-30
0.125781	-130
0.125833	7
0.125885	39
0.125937	-19
0.125990	-73
0.126042	45
0.126094	16
0.126146	-38
0.126198	-93
0.126250	-7
0.126302	-23
0.126354	-81
0.126406	-27
0.126458	-48
0.126510	-83
0.126562	-4
0.126615	-52
0.126667	-100
0.126719	-48
0.126771	-34
0.126823	-110
0.126875	-78
0.126927	31
0.126979	-35
0.127031	-63
0.127083	-47
0.127135	-35
0.127187	-83
0.127240	-9
0.127292	-15
0.127344	-37
0.127396	-86
0.127448	2
0.127500	-52
0.127552	-29
0.127604	-31
0.127656	19
0.127708	-42
0.127760	-88
0.127812	-15
0.127865	-55
0.127917	-98
0.127969	-51
0.128021	-33
0.128073	-38
0.128125	-10
0.128177	-41
0.128229	-48
0.128281	-19
0.128333	7
0.128385	-15
0.128437	-124
0.128490	-65
0.128542	0
0.128594	-10
0.128646	-64
0.128698	4
0.128750	-78
0.128802	-89
0.128854	-14
0.128906	-27
0.128958	-76
0.129010	-57
0.129062	-34
0.129115	-55
0.129167	-75
0.129219	23
0.129271	-27
0.129323	-110
0.129375	-38
0.129427	-19
0.129479	-85
0.129531	-54
0.129583	-8
0.129635	-42
0.129687	-56
0.129740	25
0.129792	-9
0.129844	-52
0.129896	-35
0.129948	-26
0.130000	-80
0.130052	-95
0.130104	29
0.130156	-20
0.130208	-65
0.130260	-85
0.130312	-47
0.130365	-92
0.130417	-45
0.130469	-18
0.130521	-16
0.130573	-92
0.130625	5
0.130677	-20
0.130729	-21
0.130781	-14
0.130833	-3
0.130885	-58
0.130937	-57
0.130990	-5
0.131042	-2
0.131094	-69
0.131146	-13
0.131198	17
0.131250	-38
0.131302	-64
0.131354	-18
0.131406	-28
0.131458	-54
0.131510	-20
0.131562	-50
0.131615	-127
0.131667	-52
0.131719	-14
0.131771	-66
0.131823	-44
0.131875	-34
0.131927	-71
0.131979	-85
0.132031	-12
0.132083	-10
0.132135	-75
0.132187	-66
0.132240	-14
0.132292	-65
0.132344	-86
0.132396	-3
0.132448	-74
0.132500	-78
0.132552	-25
0.132604	58
0.132656	-34
0.132708	10
0.132760	59
0.132812	-89
0.132865	-97
0.132917	-12
0.132969	-9
0.133021	-27
0.133073	-56
0.133125	10
0.133177	-60
0.133229	-77
0.133281	13
0.133333	-65
0.133385	-128
0.133437	-61
0.133490	-22
0.133542	-132
0.133594	-100
0.133646	-7
0.133698	-76
0.133750	-54
0.133802	52
0.133854	-35
0.133906	-70
0.133958	-65
0.134010	-10
0.134062	-71
0.134115	-51
0.134167	25
0.134219	-77
0.134271	-89
0.134323	-57
0.134375	-9
0.134427	-65
0.134479	-47
0.134531	-76
0.134583	-86
0.134635	-15
0.134687	20
0.134740	-36
0.134792	-48
0.134844	-4
0.134896	-36
0.134948	-84
0.135000	-90
0.135052	11
0.135104	-25
0.135156	-29
0.135208	44
0.135260	1
0.135312	-100
0.135365	-18
0.135417	2
0.135469	-49
0.135521	-65
0.135573	31
0.135625	-70
0.135677	-119
0.135729	-20
0.135781	-17
0.135833	-75
0.135885	1
0.135937	37
0.135990	-51
0.136042	-82
0.136094	36
0.136146	-18
0.136198	-78
0.136250	-57
0.136302	-27
0.136354	-97
0.136406	-86
0.136458	-51
0.136510	-78
0.136562	-81
0.136615	-4
0.136667	54
0.136719	-100
0.136771	-43
0.136823	-33
0.136875	-87
0.136927	-27
0.136979	11
0.137031	-78
0.137083	-79
0.137135	-60
0.137187	-72
0.137240	-64
0.137292	-9
0.137344	27
0.137396	-47
0.137448	-53
0.137500	-27
0.137552	-7
0.137604	-53
0.137656	-15
0.137708	-5
0.137760	-103
0.137812	-45
0.137865	7
0.137917	-7
0.137969	-127
0.138021	-48
0.138073	-73
0.138125	-121
0.138177	-88
0.138229	16
0.138281	-17
0.138333	-56
0.138385	25
0.138437	-42
0.138490	-120
0.138542	-11
0.138594	-13
0.138646	-54
0.138698	-76
0.138750	-23
0.138802	-45
0.138854	-98
0.138906	-19
0.138958	62
0.139010	-119
0.139062	-33
0.139115	-10
0.139167	-107
0.139219	-80
0.139271	3
0.139323	-80
0.139375	-92
0.139427	-3
0.139479	-20
0.139531	-92
0.139583	-33
0.139635	36
0.139687	-112
0.139740	-92
0.139792	-20
0.139844	-42
0.139896	-110
0.139948	-29
0.140000	-42
0.140052	-90
0.140104	-56
0.140156	-1
0.140208	-53
0.140260	-83
0.140312	-20
0.140365	-31
0.140417	-93
0.140469	-69
0.140521	24
0.140573	-15
0.140625	-99
0.140677	-1
0.140729	-19
0.140781	-158
0.140833	-1
0.140885	32
0.140937	-30
0.140990	-37
0.141042	35
0.141094	-79
0.141146	-90
0.141198	14
0.141250	-52
0.141302	-65
0.141354	-46
0.141406	-25
0.141458	-145
0.141510	-70
0.141562	-24
0.141615	-59
0.141667	-72
0.141719	-13
0.141771	-28
0.141823	-80
0.141875	-33
0.141927	4
0.141979	-82
0.142031	-111
0.142083	-9
0.142135	-69
0.142187	-103
0.142240	31
0.142292	-38
0.142344	-32
0.142396	18
0.142448	21
0.142500	-25
0.142552	-45
0.142604	12
0.142656	-81
0.142708	-20
0.142760	-48
0.142812	2
0.142865	-55
0.142917	-115
0.142969	10
0.143021	-60
0.143073	-117
0.143125	-48
0.143177	-18
0.143229	-84
0.143281	-65
0.143333	-29
0.143385	-19
0.143437	-86
0.143490	-38
0.143542	-21
0.143594	-24
0.143646	16
0.143698	6
0.143750	-14
0.143802	-4
0.143854	-15
0.143906	-66
0.143958	-71
0.144010	-12
0.144062	-63
0.144115	-58
0.144167	-17
0.144219	26
0.144271	-49
0.144323	-138
0.144375	43
0.144427	-35
0.144479	-80
0.144531	-41
0.144583	7
0.144635	-85
0.144687	-81
0.144740	-70
0.144792	-72
0.144844	-68
0.144896	-24
0.144948	-76
0.145000	-96
0.145052	-49
0.145104	-3
0.145156	-90
0.145208	-58
0.145260	6
0.145312	-73
0.145365	-120
0.145417	-10
0.145469	-20
0.145521	-50
0.145573	-55
0.145625	-45
0.145677	-15
0.145729	-82
0.145781	-34
0.145833	-87
0.145885	-68
0.145937	-44
0.145990	4
0.146042	-12
0.146094	-88
0.146146	13
0.146198	-48
0.146250	-117
0.146302	56
0.146354	14
0.146406	-24
0.146458	-13
0.146510	-9
0.146562	-6
0.146615	-92
0.146667	4
0.146719	-37
0.146771	-97
0.146823	-53
0.146875	-27
0.146927	-90
0.146979	-80
0.147031	-79
0.147083	-82
0.147135	-97
0.147187	11
0.147240	-30
0.147292	-75
0.147344	-62
0.147396	-38
0.147448	-27
0.147500	-119
0.147552	-16
0.147604	-26
0.147656	-102
0.147708	4
0.147760	18
0.147812	-66
0.147865	-74
0.147917	-32
0.147969	-66
0.148021	-93
0.148073	11
0.148125	-9
0.148177	-93
0.148229	-43
0.148281	5
0.148333	-72
0.148385	-28
0.148437	-30
0.148490	-79
0.148542	-60
0.148594	-12
0.148646	-35
0.148698	-54
0.148750	18
0.148802	33
0.148854	-34
0.148906	-82
0.148958	-13
0.149010	31
0.149062	-44
0.149115	-26
0.149167	-54
0.149219	-109
0.149271	-61
0.149323	57
0.149375	-98
0.149427	-103
0.149479	-11
0.149531	-74
0.149583	-81
0.149635	-53
0.149687	-37
0.149740	-90
0.149792	-91
0.149844	-13
0.149896	-91
0.149948	-18
0.150000	-8
0.150052	-36
0.150104	-67
0.150156	-72
0.150208	-13
0.150260	-96
0.150312	-46
0.150365	-2
0.150417	-57
0.150469	-74
0.150521	-4
0.150573	21
0.150625	-113
0.150677	-100
0.150729	2
0.150781	-74
0.150833	-18
0.150885	-29
0.150937	-14
0.150990	-81
0.151042	-27
0.151094	6
0.151146	-47
0.151198	-50
0.151250	28
0.151302	-48
0.151354	-10
0.151406	43
0.151458	-8
0.151510	-88
0.151562	-44
0.151615	37
0.151667	-37
0.151719	-59
0.151771	31
0.151823	-71
0.151875	-74
0.151927	-68
0.151979	-15
0.152031	-45
0.152083	-50
0.152135	15
0.152187	-67
0.152240	-94
0.152292	-67
0.152344	-31
0.152396	-77
0.152448	-84
0.152500	0
0.152552	-22
0.152604	-102
0.152656	-43
0.152708	-60
0.152760	-114
0.152812	-61
0.152865	-76
0.152917	-95
0.152969	-52
0.153021	-18
0.153073	-77
0.153125	-89
0.153177	-8
0.153229	-36
0.153281	-109
0.153333	-83
0.153385	-24
0.153437	39
0.153490	-44
0.153542	54
0.153594	-24
0.153646	-93
0.153698	-69
0.153750	-51
0.153802	-70
0.153854	-94
0.153906	17
0.153958	-41
0.154010	-86
0.154062	22
0.154115	6
0.154167	-81
0.154219	-36
0.154271	-11
0.154323	-41
0.154375	6
0.154427	17
0.154479	-66
0.154531	-48
0.154583	22
0.154635	-5
0.154687	-66
0.154740	-46
0.154792	-8
0.154844	-83
0.154896	-88
0.154948	-6
0.155000	-69
0.155052	-72
0.155104	-25
0.155156	-53
0.155208	-96
0.155260	-108
0.155312	-41
0.155365	-52
0.155417	-67
0.155469	28
0.155521	-69
0.155573	-93
0.155625	-70
0.155677	-6
0.155729	-86
0.155781	-77
0.155833	20
0.155885	-109
0.155937	-87
0.155990	-25
0.156042	15
0.156094	-48
0.156146	-60
0.156198	4
0.156250	-89
0.156302	-94
0.156354	-35
0.156406	-88
0.156458	-65
0.156510	-39
0.156562	-15
0.156615	-84
0.156667	-92
0.156719	-29
0.156771	-70
0.156823	-48
0.156875	18
0.156927	17
0.156979	-50
0.157031	-47
0.157083	31
0.157135	-22
0.157187	-79
0.157240	11
0.157292	-36
0.157344	-42
0.157396	34
0.157448	0
0.157500	-80
0.157552	-103
0.157604	1
0.157656	-72
0.157708	-94
0.157760	-16
0.157812	9
0.157865	-44
0.157917	-15
0.157969	3
0.158021	4
0.158073	-20
0.158125	-13
0.158177	-92
0.158229	-37
0.158281	-66
0.158333	0
0.158385	-19
0.158437	-51
0.158490	-22
0.158542	-69
0.158594	-59
0.158646	-45
0.158698	-74
0.158750	-76
0.158802	-26
0.158854	-5
0.158906	-64
0.158958	-59
0.159010	6
0.159062	-76
0.159115	-74
0.159167	-20
0.159219	0
0.159271	-53
0.159323	-14
0.159375	42
0.159427	-37
0.159479	-89
0.159531	12
0.159583	-56
0.159635	-84
0.159687	-7
0.159740	-38
0.159792	-86
0.159844	-43
0.159896	-22
0.159948	-83
0.160000	-99
0.160052	-37
0.160104	-33
0.160156	-36
0.160208	-22
0.160260	13
0.160312	-53
0.160365	-83
0.160417	-51
0.160469	-86
0.160521	-83
0.160573	-1
0.160625	-53
0.160677	-92
0.160729	-41
0.160781	-8
0.160833	-97
0.160885	-52
0.160937	-20
0.160990	-31
0.161042	-78
0.161094	-51
0.161146	-20
0.161198	-108
0.161250	-87
0.161302	-14
0.161354	-67
0.161406	-63
0.161458	17
0.161510	-14
0.161562	-42
0.161615	19
0.161667	20
0.161719	-82
0.161771	-102
0.161823	-6
0.161875	-66
0.161927	-26
0.161979	-35
0.162031	-5
0.162083	-59
0.162135	-53
0.162187	33
0.162240	-48
0.162292	-45
0.162344	2
0.162396	-44
0.162448	-93
0.162500	37
0.162552	61
0.162604	-46
0.162656	-54
0.162708	-4
0.162760	-58
0.162813	-51
0.162865	-56
0.162917	-102
0.162969	-114
0.163021	0
0.163073	-9
0.163125	-60
0.163177	-73
0.163229	-12
0.163281	-49
0.163333	-136
0.163385	-62
0.163438	-9
0.163490	-49
0.163542	-46
0.163594	-20
0.163646	-55
0.163698	-36
0.163750	22
0.163802	-49
0.163854	-66
0.163906	-97
0.163958	-26
0.164010	-55
0.164063	-57
0.164115	32
0.164167	-67
0.164219	-71
0.164271	-49
0.164323	4
0.164375	-42
0.164427	-48
0.164479	6
0.164531	-44
0.164583	2
0.164635	17
0.164688	-41
0.164740	-68
0.164792	-15
0.164844	-7
0.164896	-54
0.164948	-63
0.165000	23
0.165052	-53
0.165104	-94
0.165156	-11
0.165208	-49
0.165260	-15
0.165313	-31
0.165365	-20
0.165417	-37
0.165469	-103
0.165521	-32
0.165573	-18
0.165625	-55
0.165677	-12
0.165729	-64
0.165781	-76
0.165833	-58
0.165885	-13
0.165938	21
0.165990	-43
0.166042	-19
0.166094	-33
0.166146	-37
0.166198	-89
0.166250	9
0.166302	-111
0.166354	-23
0.166406	40
0.166458	-40
0.166510	0
0.166563	-33
0.166615	-12
0.166667	-71
0.166719	-80
0.166771	6
0.166823	-32
0.166875	-31
0.166927	4
0.166979	-16
0.167031	-33
0.167083	-30
0.167135	-27
0.167188	-122
0.167240	-90
0.167292	-60
0.167344	-64
0.167396	-59
0.167448	0
0.167500	-56
0.167552	-105
0.167604	-19
0.167656	18
0.167708	-101
0.167760	-59
0.167813	-25
0.167865	12
0.167917	-59
0.167969	-31
0.168021	-6
0.168073	-40
0.168125	-1
0.168177	-1
0.168229	-76
0.168281	-47
0.168333	-52
0.168385	-77
0.168438	-84
0.168490	-22
0.168542	0
0.168594	-109
0.168646	-111
0.168698	-29
0.168750	-81
0.168802	-100
0.168854	-4
0.168906	12
0.168958	-46
0.169010	31
0.169063	8
0.169115	-66
0.169167	-80
0.169219	9
0.169271	-53
0.169323	-52
0.169375	-8
0.169427	1
0.169479	-60
0.169531	-85
0.169583	-2
0.169635	-130
0.169688	-94
0.169740	24
